q1,q2,generated_text,real_label,scenario
چرا اب دو دریا باهم مخلوط نمی شود؟,چرا اب دو دریا که با هم مخلوط نمی شود؟,خیر,بله,One-shot
ويتامين ب در چه چيزهايي وجود دارد؟,ويتامين b12 در چه چيزهايي وجود دارد؟,بله,خیر,Five-shot
داستان معراج پیامبر در کدام سوره است؟,داستان معراج پیامبر در کدام سوره قرانی امده است؟,بله,بله,Five-shot
کارتهای اعتباری در مشاغل کوچک و رستوران های مالت چقدر پذیرفته شده اند؟,کارتهای اعتباری در مشاغل کوچک و رستورانهای اسرائیل چقدر پذیرفته شده اند؟,بله,خیر,Five-shot
زیرنویس فارسی فیلم دره من چه سرسبز بود؟,دانلود زیرنویس فارسی فیلم دره من چه سرسبز بود؟,بله,بله,Five-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ خراب است؟,بله,خیر,Five-shot
فلات ایران شبیه کدام شکل هندسی است؟,کدام پرچم شبیه پرچم ایران است؟,بله,خیر,Five-shot
خانواده ویتامین b در چه چیزهایی وجود دارد؟,ویتامین گروه b در چه مواد غذایی وجود دارد؟,بله,بله,Five-shot
برخی از ویژگی های انقباضات غیر عادی و متمرکز چیست؟,علائم انقباضات غیر عادی و متمرکز چیست؟,بله,بله,Five-shot
سود سهام عدالت شامل چه کسانی می شود؟,سهام عدالت شامل حال چه کسانی می شود؟,بله,خیر,Five-shot
تست بارداری به غیر از بیبی چک؟,چه موقع میشه از تست بارداری استفاده کرد؟,بله,خیر,Five-shot
چه با لباس در وان نشسته باشی؟,چه غذایی با فسنجون جور در میاد؟,بله,خیر,Five-shot
راه های آسان برای کسب درآمد آنلاین چیست؟,راه های کسب درآمد بصورت آنلاین چیست؟,بله,بله,Five-shot
انشا در مورد چرا باید به مادر خود احترام بگذاریم؟,انشا در مورد چرا باید به بزرگترها احترام بگذاریم؟,بله,خیر,Five-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ اصل است؟,بله,خیر,Five-shot
اگر فقیر باشم چطور می توانم سالم بخورم؟,چگونه می توانم سالم بخورم ، بدون اینکه زمان زیادی را صرف پخت و پز/خرید/ خوردن نکنم؟,بله,خیر,Five-shot
غلط گیر با چه چیزی می رود؟,لاک غلط گیر با چه چیزی پاک می شود؟,بله,بله,Five-shot
چه کار کنیم تا به درس خواندن علاقه مند شویم؟,چه کار کنیم تا علاقه مان به درس بیشتر شود؟,بله,بله,Five-shot
خوراکی هایی که برای زنان باردار مفید است؟,خوراکی هایی که برای زن باردار مفید است؟,بله,بله,Five-shot
برای داشتن شکم صاف چه کاری می توانم انجام دهم؟,چگونه چربی شکمم را کاهش دهم؟,بله,خیر,Five-shot
چرا اینترنت گوشی اپل به لپ تاپ وصل نمیشه؟,چگونه با لپ تاپ به اینترنت گوشی اپل وصل شویم؟,بله,خیر,Five-shot
از کجا بفهمیم چه شماره هایی به نام ماست؟,از کجا بفهمیم چه شماره های ایرانسلی به نام ماست؟,بله,خیر,Five-shot
چگونه می توانم در محل کار دوست پیدا کنم؟,چگونه دوست پیدا می کنیم؟,بله,خیر,Five-shot
چه چیزی باعث روزی زیاد می شود؟,کمبود چه چیزی باعث خواب زیاد می شود؟,بله,خیر,Five-shot
چه میوه هایی برای عفونت ریه خوب است؟,چه میوه هایی برای عفونت گلو خوب است؟,بله,خیر,Five-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه غذاهایی ویتامین بدن را تامین میکند؟,بله,بله,Five-shot
چه چیزی برای درمان زود انزالی خوب است؟,چه چیزی برای زود انزالی خوب است؟,بله,بله,Five-shot
برای طولانی کردن رابطه در رختخواب چه کاری باید انجام دهم؟,چگونه می توانم در رابطه جنسی طولانی تر باشم؟,بله,بله,Five-shot
کدام کشورهای اروپایی جزو اتحادیه اروپا نیستند؟,کدام گروه جزو سابقون نیستند؟,بله,خیر,Five-shot
چرا حضرت ابراهیم در برابر نمرود به سجده نیفتاد؟,چرا خداوند در قران به حضرت ابراهیم درود فرستاد؟,خیر,خیر,Five-shot
چگونه می توانم به عنوان دانشجوی بین المللی در ایالات متحده درخواست شغل کنم؟,Proteus software Infrared Light Sensors Microcontrollers +1: چگونه می توان حسگر IR را با استفاده از نرم افزار Proteus شبیه سازی کرد؟,بله,خیر,Five-shot
چرا جوجه های یک روزه را زنده به گور میکنند؟,چرا جوجه های یک روزه را میکشند؟,بله,بله,Five-shot
ویتامین بی در کدام مواد غذایی است؟,ویتامین دی در کدام مواد غذایی است؟,بله,خیر,Five-shot
چه کسانی میتوانند در آزمون ept شرکت کنند؟,چه کسانی میتوانند در کنکور تجربی شرکت کنند؟,بله,خیر,Five-shot
چه چیزی باعث قطع شدن ابریزش بینی می شود؟,چه چیزی باعث کوچک شدن بینی گوشتی می شود؟,بله,خیر,Five-shot
از کجا بفهمیم که یارانه قطع شده؟,چگونه بفهمیم که یارانه قطع شده؟,بله,بله,Five-shot
نمونه هایی از ناهماهنگی شناختی در فوتبال چیست؟,نمونه هایی از ناهماهنگی شناختی در اینترنت چیست؟,بله,خیر,Five-shot
شهریه دانشگاه آزاد رشته پزشکی سال 98؟,شهریه دانشگاه ازاد رشته پزشکی سال ۹۸؟,بله,بله,Five-shot
آیا وقتی وجود دارد که نباید رها کنید؟ (کسی را),زمان کافی برای رها کردن کسی کیست؟,بله,خیر,Five-shot
چه چیزی برای از بین بردن چربی خون مفید است؟,چه چیزی برای از بین بردن کیست تخمدان مفید است؟,بله,خیر,Five-shot
از کجا بفهمم بچم گوش درد داره؟,از کجا بفهمم نوزاد گوش درد داره؟,بله,بله,Five-shot
چگونه بفهمیم که چقدر سهام عدالت داریم؟,چگونه بفهمیم که چقدر نت داریم؟,بله,خیر,Five-shot
چرا قران می خوانیم به زبان کودکانه؟,چرا نماز را به زبان عربی می خوانیم؟,بله,خیر,Five-shot
دانلود اهنگ رسا به نام طنز تلخ؟,دانلود اهنگ کیارش به نام غریبه؟,خیر,خیر,Five-shot
دانلود اهنگ کجا رفته بودی که ازرد تو؟,دانلود اهنگ کجا رفته بودی ک ازرد تو؟,بله,بله,Five-shot
پس کدوم بی پدری بود قسم میخوردش؟,پس کجا بی صیقل آیینه شوی؟,بله,خیر,Five-shot
سود سهام عدالت شامل چه کسانی می شود؟,سود سهام عدالت به چه کسانی پرداخت می شود؟,بله,بله,Five-shot
از چه زمانی نماز خواندن واجب شد؟,نماز از چه زمانی بر مسلمانان واجب شد؟,بله,بله,Five-shot
به روزرسانی در مورد باهوبالی - نتیجه گیری؟,برخی از واقعیت های دیوانه کننده درباره فیلم باهوبالی چیست؟,بله,خیر,Five-shot
روند ویزای H1-B به دلیل ریاست جمهوری ترامپ چگونه تغییر خواهد کرد؟,تفاوت ویزای H1 و H1-B در چیست؟,بله,خیر,Five-shot
داروی گیاهی برای عفونت ادراری در کودکان؟,چه داروی گیاهی برای عفونت ادراری مناسب است؟,بله,خیر,Five-shot
چه میوه هایی برای رشد سریع مو خوب است؟,چه چیزی برای رشد خیلی سریع مو خوب است؟,بله,بله,Five-shot
نماز شب اول قبر به صورت صوتی؟,چرا نماز شب اول قبر می خوانیم؟,بله,خیر,Five-shot
نماز شب اول قبر به صورت صوتی؟,نماز شب اول قبر به چه صورت است؟,بله,خیر,Five-shot
از کجا بفهمم بچم گوش درد داره؟,از کجا بفهمم گوش بچم عفونت کرده؟,بله,خیر,Five-shot
چرا پیامبر حضرت فاطمه را دوست داشت؟,چرا پیامبر عایشه را دوست داشت؟,بله,خیر,Five-shot
چرا من ساده فکر میکردم به عشقت پابندی؟,چرا من ساده فکر میکردم؟,بله,خیر,Five-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه چیزی پوست بدن را سفت میکند؟,بله,خیر,Five-shot
چرا مرغ عشق نر به داخل لانه می رود؟,چرا مرغ عشق نر به لانه میرود؟,بله,بله,Five-shot
از کجا بفهمیم سند خانه در رهن بانک است؟,از کجا بفهمیم ساس در خانه است؟,بله,خیر,Five-shot
از کجا بفهمیم ماشین یورو چند است؟,از کجا بفهمیم چند ماشین به نام ما است؟,بله,خیر,Five-shot
غلط گیر با چه چیزی می رود؟,لاک غلط گیر روی لباس با چه چیزی پاک میشود؟,بله,بله,Five-shot
بهترین افراد از نظر شما چه کسانی هستند؟,بهترین مرورگر از نظر شما کدام است؟ چرا؟,بله,خیر,Five-shot
چه چیزی باعث تولید کلاژن سازی پوست صورت میشود؟,چه چیزی باعث کلاژن سازی پوست صورت میشود؟,بله,بله,Five-shot
چه چیزی باعث مقاومت استخوان در برابر ضربه می شود؟,چه چیزی باعث کاهش فشار خون در بارداری می شود؟,خیر,خیر,Five-shot
به نظر شما بازی Oregon Trail 2 چگونه است؟,به نظر شما بازی Oregon Trail چگونه است؟,بله,خیر,Five-shot
به صورت سبزه چه رنگ مویی میاد؟,چه رنگ هایی به صورت سبزه میاد؟,بله,خیر,Five-shot
در تابستان به کدام کشور سفر کنیم؟,در زمستان به کدام کشور سفر کنیم؟,بله,خیر,Five-shot
چه مواد غذایی برای گوارش مفید است؟,چه مواد غذایی برای گواتر مفید است؟,بله,خیر,Five-shot
قیمت بلیط The Kapil Sharma Show چقدر است؟,مجری گری Vijay Raaz در برنامه ی Kapil Sharma چطور بود؟,خیر,خیر,Five-shot
خوردن چه میوه هایی برای پوست صورت مفید است؟,خوردن چه میوه هایی برای پوست مفید است؟,بله,بله,Five-shot
چرا واتس آپ رو گوشیم نصب نمیشه؟,چرا واتساپ رو گوشیم نصب نمیشه؟,بله,بله,Five-shot
من در حال تحصیل برای مدرک کارشناسی در رشته علوم کامپیوتر هستم. آیا می توانم از یادگیری از راه دور برای مدرک کارشناسی رشته فیزیک در دانشگاه DU اقدام کنم؟,من دارای مدرک کارشناسی (علوم کامپیوتر)  در سال ۲۰۱۵ هستم. در حال حاضر من در زمینه ی IT کار می کنم و می خواهم MBA را از طریق آموزش از راه دور انجام دهم. آیا مناسب است که هم زمان با شغل تمام وقت برای دریافت MBA کار کنم؟,بله,خیر,Five-shot
چه چیزهایی روزه زن را باطل میکند اهل سنت؟,چه چیزی روزه را باطل میکند اهل سنت؟,بله,خیر,Five-shot
چرا اسنپ چت رو ايفون نصب نميشه؟,چرا اسنپ رو ايفون نصب نميشه؟,بله,خیر,Five-shot
دانلود آهنگ چیکار کنم از حامد پهلان؟,دانلود آهنگ چیکار کنم از نوید راستی؟,بله,خیر,Five-shot
تست بارداری رو کی باید انجام بدیم؟,تست بارداری رو کی انجام بدیم؟,بله,بله,Five-shot
چگونه واژگان خود را گسترش دادید؟,چگونه می توانم واژگان خود را افزایش دهم؟,بله,بله,Five-shot
چه مواد غذای برای کبد چرب مفید است؟,چه مواد خوراکی برای کبد چرب مفید است؟,بله,بله,Five-shot
گوشت برزیلی از چه نوع حیوانی است؟,گوشت یخی برزیلی گوشت چه حیوانی است؟,بله,بله,Five-shot
چه چیزی باعث قطع شدن ابریزش بینی می شود؟,چه چیزی باعث کوچک شدن بینی جنین می شود؟,بله,خیر,Five-shot
دانلود اهنگ حال و هوای عالی از دنیا؟,دانلود اهنگ چقدر حال این روزامون از دنیا؟,بله,خیر,Five-shot
کدام نماز است که حمد و سوره ندارد؟,کدام نماز است که اذان و اقامه ندارد؟,بله,خیر,Five-shot
آیا می توان رویاهای خود را انتخاب کرد؟,چگونه می توانم رویاهای خود را دستکاری کنم؟,بله,بله,Five-shot
چه سازمان‌هایی مرتبط با مهاجرت به آمریکا هستند؟,به نظرتون با مهاجرت از ایران بیشتر دلتون واسه چه چیزایی تنگ میشه؟,بله,خیر,Five-shot
مدارس کدام استان ها در روز دوشنبه تعطیل است؟,مدارس کدام استان ها روز شنبه تعطیل است؟,بله,خیر,Five-shot
بین دندانهایم لثه بزرگ وجود دارد. اگر روزی یک بار به آرامی فشار بیاورم ، از بین خواهد رفت؟,با چه ترتیبی باید کتابهای تولستوی بخوانم؟,خیر,خیر,Five-shot
سیستم توزیع عمومی (PDS) در تحقق اهداف خود در هند چقدر مؤثر بوده است؟,بهترین کار Amartya Sen در سیستم توزیع عمومی PDS و کاهش فقر در هند چیست؟,بله,خیر,Five-shot
آیا اتومبیل های رولز رویس فقط به شخصیت های معتبر داده می شوند؟,معیارهای خرید رولز رویس چیست؟,بله,خیر,Five-shot
چرا مردم اینقدر سؤالات قابل گوگل کردن را در Quora می پرسند؟,چرا مردم زحمت می کشند در Quora سؤال کنند ، در حالی که می توانند جواب را  با گوگل کردن بگیرند؟,بله,بله,Five-shot
چرا موقع خواب اب از دهان خارج میشود؟,چرا موقع خواب آب از دهان خارج میشود؟,بله,بله,Five-shot
در چه سالی تلفن وارد ایران شد؟,موبایل در چه سالی وارد ایران شد؟,بله,خیر,Five-shot
چه داروی گیاهی برای گلو درد خوب است؟,چه داروی گیاهی برای کمر درد خوب است؟,بله,خیر,Five-shot
چه سطحی از آیلتس برای مهاجرت لازم است؟,شرایط مدیران و مدیرعاملان چند ملیتی  برای اخذ ویزای مهاجرت به آمریکا به چه صورت است؟,خیر,خیر,Five-shot
چرا بعد از کشیدن دندان دهان بو میدهد؟,چرا بعد از کشیدن دندان نباید تف کرد؟,بله,خیر,Five-shot
دانلود آهنگ چیکار کنم از حامد پهلان؟,دانلود آهنگ کی عشق من کیه از حامد پهلان؟,بله,خیر,Five-shot
چرا ندونستم دل تو رفیق نیمه راهه؟,آهنگ چرا ندونستم دل تو رفیق نیمه راهه؟,بله,بله,Five-shot
چه مواد غذایی برای بارداری مفید است؟,چه مواد غذایی در دوران بارداری مفید است؟,بله,خیر,Five-shot
چه چیزی برای از بین بردن جای جوش مفید است؟,چه چیزی برای از بین بردن جوش صورت مفید است؟,بله,خیر,Five-shot
چه عواملی باعث خارش چشم می شود؟,چه عواملی باعث خارش می شود؟,بله,خیر,Five-shot
چرا اب دو دریا باهم مخلوط نمی شود؟,چرا اب دو دریا که با هم مخلوط نمی شود؟,بله,بله,Five-shot
