q1,q2,generated_text,real_label,scenario
چرا قران می خوانیم به زبان کودکانه؟,چرا نماز را به زبان عربی می خوانیم؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: چرا قرآن را به زبان کودکانه می‌خوانیم؟  [NEW_LINE] سؤال دوم: چرا نماز را به زبان عربی می‌خوانیم؟  [NEW_LINE] در ادامه دو سؤال آمده است.  [,خیر,Zero-shot
دانلود اهنگ رسا به نام طنز تلخ؟,دانلود اهنگ کیارش به نام غریبه؟,  [NEW_LINE] خروجی:  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE],خیر,Zero-shot
دانلود اهنگ کجا رفته بودی که ازرد تو؟,دانلود اهنگ کجا رفته بودی ک ازرد تو؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: دانلود اهنگ کجا رفته بودی که ازرد تو؟  [NEW_LINE] سؤال دوم: دانلود اهنگ کجا رفته بودی ک ازرد تو؟  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف,بله,Zero-shot
پس کدوم بی پدری بود قسم میخوردش؟,پس کجا بی صیقل آیینه شوی؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا تو می‌توانی به من کمک کنی؟  [NEW_LINE] سؤال دوم: آیا تو می‌توانی به من کمک کنی؟  [NEW_LINE] در ادامه دو سؤال آمده است.  [,خیر,Zero-shot
سود سهام عدالت شامل چه کسانی می شود؟,سود سهام عدالت به چه کسانی پرداخت می شود؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال:,بله,Zero-shot
از چه زمانی نماز خواندن واجب شد؟,نماز از چه زمانی بر مسلمانان واجب شد؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال:,بله,Zero-shot
به روزرسانی در مورد باهوبالی - نتیجه گیری؟,برخی از واقعیت های دیوانه کننده درباره فیلم باهوبالی چیست؟,  [NEW_LINE] سؤال ۳:  [NEW_LINE] سؤال ۳:  [NEW_LINE] سؤال ۴:  [NEW_LINE] سؤال ۴:  [NEW_LINE] سؤال ۵:  [NEW_LINE] سؤال ۵:  [NEW_LINE] سؤال ۶:  [NEW_LINE] سؤال ۶:  [NEW_LINE] سؤال ۷:  [NEW_LINE] سؤال ۷:  [NEW_LINE] سؤال ۸:  [NEW_LINE] سؤال ۸:  [NEW_LINE] سؤال ۹:  [NEW_LINE] سؤال ۹:  [,خیر,Zero-shot
روند ویزای H1-B به دلیل ریاست جمهوری ترامپ چگونه تغییر خواهد کرد؟,تفاوت ویزای H1 و H1-B در چیست؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا فرایند ویزا برای ویزاهای h- ۱ b تحت ریاست جمهوری ترامپ تغییر خواهد کرد؟  [NEW_LINE] سؤال دوم: تفاوت ویزاهای h- ۱ b و h- ۱ a چیست؟  [NEW_LINE,خیر,Zero-shot
داروی گیاهی برای عفونت ادراری در کودکان؟,چه داروی گیاهی برای عفونت ادراری مناسب است؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا شما می‌توانید به من کمک کنید؟  [NEW_LINE] سؤال دوم: آیا شما می‌توانید به من کمک کنید؟  [NEW_LINE] در ادامه دو سؤال آمده است.  [,خیر,Zero-shot
ويتامين ب در چه چيزهايي وجود دارد؟,ويتامين b12 در چه چيزهايي وجود دارد؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟ اگر مترادف باشند فقط در یک کلمه 'بله' را تولید کنید. اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌توانیم انرژی مکانیکی را حفظ کنیم؟  [NEW_LINE] سؤال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید.  [NEW_LINE] سؤال اول: وی,خیر,One-shot
داستان معراج پیامبر در کدام سوره است؟,داستان معراج پیامبر در کدام سوره قرانی امده است؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌تواند انرژی مکانیکی را حفظ کند؟  [NEW_LINE] سوال دوم: چه زمانی و چگونه انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE],بله,One-shot
کارتهای اعتباری در مشاغل کوچک و رستوران های مالت چقدر پذیرفته شده اند؟,کارتهای اعتباری در مشاغل کوچک و رستورانهای اسرائیل چقدر پذیرفته شده اند؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توان انرژی مکانیکی را حفظ کرد؟  [NEW_LINE] سوال دوم: چه زمانی و چگونه انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید.,خیر,One-shot
زیرنویس فارسی فیلم دره من چه سرسبز بود؟,دانلود زیرنویس فارسی فیلم دره من چه سرسبز بود؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توانید انرژی مکانیکی را حفظ کنید؟  [NEW_LINE] سوال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید,بله,One-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ خراب است؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌توانیم انرژی مکانیکی را حفظ کنیم؟  [NEW_LINE] سؤال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید,خیر,One-shot
فلات ایران شبیه کدام شکل هندسی است؟,کدام پرچم شبیه پرچم ایران است؟,  [NEW_LINE] سؤال ۳:  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌تواند انرژی مکانیکی را حفظ کند؟  [NEW_LINE] سؤال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟,خیر,One-shot
خانواده ویتامین b در چه چیزهایی وجود دارد؟,ویتامین گروه b در چه مواد غذایی وجود دارد؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توانید انرژی مکانیکی را حفظ کنید؟  [NEW_LINE] سوال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE],بله,One-shot
برخی از ویژگی های انقباضات غیر عادی و متمرکز چیست؟,علائم انقباضات غیر عادی و متمرکز چیست؟,  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [,بله,One-shot
سود سهام عدالت شامل چه کسانی می شود؟,سهام عدالت شامل حال چه کسانی می شود؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌تواند انرژی مکانیکی را حفظ کند؟  [NEW_LINE] سوال دوم: چه زمانی و چگونه انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE],خیر,One-shot
تست بارداری به غیر از بیبی چک؟,چه موقع میشه از تست بارداری استفاده کرد؟,  [NEW_LINE] سؤال ۳:  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌تواند از طریق یک فرایند شیمیایی به یک ماده دیگر تبدیل شود؟  [NEW_LINE] سؤال دوم: چگونه می‌تواند از,خیر,One-shot
چه با لباس در وان نشسته باشی؟,چه غذایی با فسنجون جور در میاد؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توانی انرژی مکانیکی را حفظ کنی؟  [NEW_LINE] سوال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE],خیر,One-shot
راه های آسان برای کسب درآمد آنلاین چیست؟,راه های کسب درآمد بصورت آنلاین چیست؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می توان انرژی مکانیکی را حفظ کرد؟  [NEW_LINE] سوال دوم: چه زمانی و چگونه انرژی مکانیکی حفظ نمی شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن,بله,One-shot
انشا در مورد چرا باید به مادر خود احترام بگذاریم؟,انشا در مورد چرا باید به بزرگترها احترام بگذاریم؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟ اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید. اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌تواند انرژی مکانیکی را حفظ کند؟  [NEW_LINE] سؤال دوم: چه زمانی و چگونه انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید.  [NEW_LINE] سؤال اول: انشا,خیر,One-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ اصل است؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌توانید انرژی مکانیکی را حفظ کنید؟  [NEW_LINE] سؤال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید,خیر,One-shot
اگر فقیر باشم چطور می توانم سالم بخورم؟,چگونه می توانم سالم بخورم ، بدون اینکه زمان زیادی را صرف پخت و پز/خرید/ خوردن نکنم؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟ اگر مترادف باشند فقط در یک کلمه 'بله' را تولید کنید. اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌توانم با یک ماشین کار کنم؟  [NEW_LINE] سؤال دوم: چگونه می‌توانم با یک ماشین کار کنم؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید.  [NEW_LINE] سؤال اول: آیا می,خیر,One-shot
غلط گیر با چه چیزی می رود؟,لاک غلط گیر با چه چیزی پاک می شود؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌تواند انرژی مکانیکی را حفظ کند؟  [NEW_LINE] سوال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE],بله,One-shot
چه کار کنیم تا به درس خواندن علاقه مند شویم؟,چه کار کنیم تا علاقه مان به درس بیشتر شود؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توانیم انرژی مکانیکی را حفظ کنیم؟  [NEW_LINE] سوال دوم: چگونه انرژی مکانیکی را حفظ نمی‌کنیم؟  [NEW_LINE] جواب: بله [NEW_LINE] حال,بله,One-shot
خوراکی هایی که برای زنان باردار مفید است؟,خوراکی هایی که برای زن باردار مفید است؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توان انرژی مکانیکی را حفظ کرد؟  [NEW_LINE] سوال دوم: چه زمانی و چگونه انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال,بله,One-shot
برای داشتن شکم صاف چه کاری می توانم انجام دهم؟,چگونه چربی شکمم را کاهش دهم؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توان انرژی مکانیکی را حفظ کرد؟  [NEW_LINE] سوال دوم: چگونه انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال,خیر,One-shot
چرا اینترنت گوشی اپل به لپ تاپ وصل نمیشه؟,چگونه با لپ تاپ به اینترنت گوشی اپل وصل شویم؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توانید انرژی مکانیکی را حفظ کنید؟  [NEW_LINE] سوال دوم: چگونه انرژی مکانیکی را حفظ نکنید؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید.  [NEW,خیر,One-shot
از کجا بفهمیم چه شماره هایی به نام ماست؟,از کجا بفهمیم چه شماره های ایرانسلی به نام ماست؟,  [NEW_LINE] سؤال ۳:  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌توانیم از طریق یک برنامه کامپیوتری به نام «x» به اطلاعات شخصی افراد دسترسی داشته باشیم؟  [NEW_LINE] سؤال دوم:,خیر,One-shot
چگونه می توانم در محل کار دوست پیدا کنم؟,چگونه دوست پیدا می کنیم؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می توان انرژی مکانیکی را حفظ کرد؟  [NEW_LINE] سوال دوم: چه زمانی و چگونه انرژی مکانیکی حفظ نمی شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید.  [,خیر,One-shot
چه چیزی باعث روزی زیاد می شود؟,کمبود چه چیزی باعث خواب زیاد می شود؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توانید انرژی مکانیکی را حفظ کنید؟  [NEW_LINE] سوال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE],خیر,One-shot
چه میوه هایی برای عفونت ریه خوب است؟,چه میوه هایی برای عفونت گلو خوب است؟,  [NEW_LINE] سؤال ۳:  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌تواند انرژی مکانیکی را حفظ کند؟  [NEW_LINE] سؤال دوم: چگونه انرژی مکانیکی حفظ نمی‌شود؟  [NEW,خیر,One-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه غذاهایی ویتامین بدن را تامین میکند؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌تواند انرژی مکانیکی را حفظ کند؟  [NEW_LINE] سوال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید,بله,One-shot
چه چیزی برای درمان زود انزالی خوب است؟,چه چیزی برای زود انزالی خوب است؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توانید انرژی مکانیکی را حفظ کنید؟  [NEW_LINE] سوال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE],بله,One-shot
برای طولانی کردن رابطه در رختخواب چه کاری باید انجام دهم؟,چگونه می توانم در رابطه جنسی طولانی تر باشم؟,  [NEW_LINE] سؤال ۳:  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌تواند از طریق اینترنت به یک شخص ناشناس بگوید که او را دوست دارد؟  [NEW_LINE] سؤال دوم: آیا می‌توان,بله,One-shot
کدام کشورهای اروپایی جزو اتحادیه اروپا نیستند؟,کدام گروه جزو سابقون نیستند؟,  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌تواند انرژی مکانیکی را حفظ کند؟  [NEW_LINE] سؤال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید.  [NEW_LINE] سؤال اول: کدام کشورهای اروپایی جزو اتحادیه اروپا نیستند؟  [NEW_LINE] سؤال دوم: کدام گروه از سابقون نیستند؟  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌تواند,خیر,One-shot
چرا حضرت ابراهیم در برابر نمرود به سجده نیفتاد؟,چرا خداوند در قران به حضرت ابراهیم درود فرستاد؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می‌تواند انرژی مکانیکی را حفظ کند؟  [NEW_LINE] سؤال دوم: چگونه و چه زمانی انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله,خیر,One-shot
چگونه می توانم به عنوان دانشجوی بین المللی در ایالات متحده درخواست شغل کنم؟,Proteus software Infrared Light Sensors Microcontrollers +1: چگونه می توان حسگر IR را با استفاده از نرم افزار Proteus شبیه سازی کرد؟,  [NEW_LINE] سؤال ۳:  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سؤال اول: آیا می توان انرژی مکانیکی را حفظ کرد؟  [NEW_LINE] سؤال دوم: چه زمانی و چگونه انرژی مکانیکی حفظ نمی شود؟  [NEW,خیر,One-shot
چرا جوجه های یک روزه را زنده به گور میکنند؟,چرا جوجه های یک روزه را میکشند؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توان انرژی مکانیکی را حفظ کرد؟  [NEW_LINE] سوال دوم: چه زمانی و چگونه انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال,بله,One-shot
ویتامین بی در کدام مواد غذایی است؟,ویتامین دی در کدام مواد غذایی است؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه 'خیر' را تولید کنید.  [NEW_LINE] مثال:  [NEW_LINE] سوال اول: آیا می‌توان انرژی مکانیکی را حفظ کرد؟  [NEW_LINE] سوال دوم: چه زمانی و چگونه انرژی مکانیکی حفظ نمی‌شود؟  [NEW_LINE] جواب: بله [NEW_LINE] حال با دیدن مثال جواب دهید.,خیر,One-shot
